Item ID,Sentiment,SentimentText
465,0,@RailMinIndia @sureshprabhu the first class coupes in the ranchi- hatia express are very old and poor air conditioning they should be replac
466,3,@RailMinIndia sir catering services in double decker train no12583 lko to anand vihar termina is very poor. Venders of IRCTC r selling poor
467,0,@RailMinIndia my uncle  trevelling to train no 15656 coach no-B2. He found that the toilet of this coach is very dirty.Plz do something.
468,0,"@RailMinIndia train no 15005 Ac is not working, it's very dirty ..."
469,6,@drm_drmizn @RailMinIndia sr aap kya kahenge koi action lenge aap ya nahi https://t.co/vWcbzfkBXk
470,6,@RailMinIndia @PMOIndia @abpnewshindi @aajtak @KumarKetkarV @girishkuber @waglenikhil what a great prime minister works 24x7 great work
471,0,@sureshpprabhu @RailMinIndia Educated people leave india be coz poor quality of life. We want high quality railways and railway stations.
472,7,@rpfwrbct @rpfwr1 @RailMinIndia @Deshbhakth1 @rpfchurchgate @rpfmumbcenlocal @rpfdadar2 @RPFAndheri @rpfborivali1… https://t.co/OlzONbm5Bo
473,7,@Anupama__P @RailMinIndia Official concerned has been advised to look into this
474,2,@RailMinIndia @sureshpprabhu sir its been a long time to published(in 03/15) panel of cen 02/2014 of rrb Guwahati. Bt yt medical is nt taken
475,0,no water supply in washrooms for the last 4 hours pnr 4512791357
476,1,@RailMinIndia Too many unresered people in the coach it can lead to security issues8647770808 Pnr no coach s12
477,6,This is what #Swachbharat looks like https://t.co/npKnxGqOyP
478,4,@RailMinIndia FZR-KIR SPECIAL TRAIN 05718 HAS BEEB DELAYED BY 7:00 HOURS .WHATS THE REASON FOR DELAYED. NOBODY CARE FOR SPECIAL TRAIN.
479,3,@railminindia we booked ticket of bbs duranto from cnb to bbs for 26.05.2016 with 1cnfrm nd 4 waiting seats no food is provided nor refund
480,0,"berth env is quite unhygenic, insects wandering here n there pnr 4512791357"
481,1,"@RailMinIndia @drmdelhi at NZM rly station, think u guys playing with the security of country &amp; passenger#doserious https://t.co/RsX2a5bDXl"
482,0,@RailMinIndia no water in SL coaches in 12801. Please do the needful at next station. PNR6252433960
483,0,"@railminindia I am travelling in 16227 s6, toilet is smelling horribly.. Sorry if its not the rt handle for complaints.."
484,6,@beatablitz Awesome... posted your tweet up here https://t.co/tkAGqzTxzu
485,6,@sureshpprabhu  @RailMinIndia Thank you a lot for showing quick response and helping my sister @Rewaristation with efficient team of doctors
486,5,@sureshpprabhu @RailMinIndia @gm_nfr TT accepted bribe in train12344 CoachB3 .Allotted seats wrongly.He'll get off at Malda shortly.Act soon
487,6,@RailMinIndia @Sivaram15064430 @irctcwestzone Sir I want some action not just tweet for fomalty o want improve my r… https://t.co/f3JprtwXze
488,2,@RailMinIndia medical issue need an AC coach ready to pay extra cost o/w have to cancel the journey PNR-6755770127 Train-18006 plz help.
489,0,@RailMinIndia I m from Kaithal Haryana India My WhatsApp no 08684039437No cleanings at our station PlZ massage the related staffThnx
490,3,RT @rdwiv3: @IRCTC_Ltd @RailMinIndia I'm on general ticket counter on NHH STSN and clerk says tkt will be given 30 min before train arrival…
491,4,@RailMinIndia 12930 Dahod Valsad superfast train is today 25 min late. And this train is not a single day coming on… https://t.co/PIOJ8CgQpG
492,6,"@drmdelhi @RailMinIndia @IR_EDMECHG @CRSE_CHG_NR @SrDMEdelhi The changed, passenger centric face of Railways is vis… https://t.co/zf1mcUloA3"
493,5,@RailMinIndia Name of Passenger is wrongly written in the ticket due to passenger's fault. How to correct it before the journey date?
494,0,@RailMinIndia sir ye toilet Mumbai central ke main line ke upper hai yah toilet ke 5 rs lete jab ki railway 2 rs hai https://t.co/0n2fi6uVH2
495,6,@drmljn @drmmumbaicr @RailMinIndia Thanks for your help
496,4,@sureshpprabhu @drmncrald @drmmgs @SrdcmChg @RailMinIndia @priyankag @drmkir Train 12501 reached mgs &amp; still running 9:15 hrs late.Pls care
497,0,"the whole berth area shatterd with the peels of various organics ,need immediate cleanup pnr 4512791357"
498,7,"@RailMinIndia @Kumar410Pankaj Sir, u r father traced out at Vizianagarm and handed over to ur brother.Thanks for calling us."
499,4,@RailMinIndia @YouTube All over India A.C. waiting room does not  charge premium  of 30 /hour in Chennai  Egmore.… https://t.co/q2VrJ49af7
500,4,@sureshpprabhu @RailMinIndia @DrmChennai but why should I take the chocolate in the first place.  I need my change.. https://t.co/zHGwfN6gu0
501,6,@RailMinIndia @narendramodi @sureshpprabhu Unless u fine people who make mess/dirt in railways like d-metro clean railways is a dream.
502,0,@sureshpprabhu @RailMinIndia  Please send immediate help in 19046 train which is running without water in toilets.
503,1,@sureshpprabhu @RailMinIndia Mom Travelling 4m train 11094 pnr 2762510778.purse stolen nt Cntctble. Rqst  manage 2 cntct My no. 9673760221
504,4,@RailMinIndia double deker train is always late. We face problems. Further ac function is very poor.
505,4,@sureshpprabhu @RailMinIndia pnr no. 6552618649 i have a visa appointment @10 A.M. tomorrow..train already late by 2 hours...plz help...
506,5,@sureshpprabhu @RailMinIndia @drmdelhi Prabhu AAp Bhi so gya https://t.co/HI8U2DxQRO Passenger will get tickets
507,4,@sureshpprabhu @RailMinIndia (2/N)  Parcel was supposed to be loaded on the same day and unloaded next day.Till date it is yet to be loaded
508,7,@SrDmeChg_Dli @drmdelhi @RailMinIndia @drkumarsambhav @IR_ENHM kindly share your PNR NO.
509,4,"@RailMinIndia 12505 North East Express is being delayed by 6.45 hours ,can someone see to it that it reaches Anand Vihar as soon as possible"
510,0,@RailMinIndia Prabhu Sir passengers traveling in Rajdhani First AC definitely deserve clean bathrooms and soaps apart from clean coupes
511,0,@DRMbhopal @satyavsingh @RailMinIndia Sorry for inconvenience complaint will be attend at ITARSI
512,5,@RailMinIndia 15 tatkal agents are in front of me at nagpur railway station. Vo kisi aur ke naam pe ticket nikal rahe hai. Plz help
513,6,@RailMinIndia @nerailwaygkp sir unable to understand why spent crores on BG from Gkp to Gonda via BNY route if there is no train for delhi.
514,5,@RailMinIndia Just a bribe is enough to convince them to travel in the reservation coach
515,4,@dps045 @RailMinIndia @RailwayNorthern @ECRlyHJP @drmlko25 @gm_nrly @railminindia Plz Install coach indicator Displ… https://t.co/VGivLhudmR
516,0,"@RailMinIndia @sudhirchaudhary Ticketless travellers, TTE-less coaches, tapless bathrooms, waterless flush n feces-filled toilets..2/2"
517,6,"RT @Mandarmodak: Noise pollution does not mean 'Only Loud Sound' Continuous, unnecessary, effectless announcements &amp; undesired irri… "
518,0,@RailMinIndia 3rd ac in t.no.12833 coach B1 worst coach https://t.co/ZBS7PdeMhJ
519,5,"@RailMinIndia please help one poor villager is no more just, HIRAKUD station SAMBALPUR divi. https://t.co/vIm0trDyQq"
520,1,"@RailMinIndia+@sureshpprabhu-please HLP My Sis travlng vid 9months baby +2kids inTrain12479,Lost her reticule-she is depressd-pnr-2419055140"
521,6,"Dark Pursuit, a #pnr #holiday story is on sale for #99cents! https://t.co/MFxZ7YCtIi https://t.co/QvS7EUtktI"
522,5,@RailMinIndia Dear sir PNR NO.2337832847 train no.15622 from Chapra to New Bongaigaon still showing Waiting list i… https://t.co/hSQNKp84Nm
523,5,@IRCTC_Ltd @RailMinIndia Ppls r in queue and waiting for tickets and clerk and railway dono SO rhe hai
524,4,@sureshpprabhu @RailMinIndia trains are running late daily in the route bbs-tig.. Please sort it out immediately sir.
525,3,@RailMinIndia Suvidha railway is charging too much....this is called real loot in the name of confirm ticket without water and food in 05527
526,6,"@sureshpprabhu @RailMinIndia New bongaigaon,assam railway station clean railway station https://t.co/gkEE02U6CS"
527,0,"Sir. I am travelling in coach D-2 seat no. 22,23 in 12498 Sorry to say that wastewater of washbasen is coming into… https://t.co/d82gKgdjLH"
528,5,@RailMinIndia @sureshpprabhu the lady in the picture named BHARTI LAL was facilitating brokers instead of her duty https://t.co/0oJs8ES27l
529,5,"@RailMinIndia   I tried to buk tkts thru irctc st in tr no12310. I am not getting confm tkt, I terminated transaction but my a/c is debited."
530,3,"@sureshpprabhu  @PMOIndia  @RailMinIndia Hello sir,I am traveling in 18233, there are many water bottle seller, but everyone asks for 20/-"
531,5,@RailMinIndia IRCTC site not opening during tatkal timings.
532,6,@atulyendepatil @TajinderBagga https://t.co/e69QtW6PvK
533,4,"@RailMinIndia understand from 139, train number 22996 departed yesterday from Ajmer is delayed by 24 hrs, please reconfirm"
534,3,@RailMinIndia @sureshpprabhu awaiting action Still paying Rs.10 for tea costing Rs.5 Every food itm highly ovrpriced https://t.co/ecNpsCrXIi
535,3,"@RailMinIndia @sureshpprabhu PNR-2117701021,trn 12394 can u  give rate list for veg food for this train, they are charging ?100 for that"
536,7,"@vivek05102229  Kindly share PNR &amp; contact number, issue referred to concerned official @Drmjabalpur for urgent medical assistance."
537,6,@sureshpprabhu @RailMinIndia. I am travelling right now in Mumbai Rajdhani and its amazing to see the coaches being cleaned
538,6,@sureshpprabhu @RailMinIndia Wonderful initiative.. Making the railways more customer centric! https://t.co/xXQfLE5Ii4
539,1,@RailMinIndia @WesternRly @sureshpprabhu Rlys providing textbook resolutions on complaints lodged on webportal. No use complaining.
540,4,@RailMinIndia @sureshpprabhu train 13005 rescheduled 21:05 but still not depart..its sad..already 2 hrs late.. Howrah
541,6,How can we respect 23 people who lost life on #elphinstone #bridge2017 ? They must be remembered in some manner whe… https://t.co/rBb0swCQ8u
542,3,"@sureshpprabhu @RailMinIndia even with extra paid ticket no seat no food...what a shame. TT &amp; attendants say ""do what u want to do"""
543,4,@drmlko25 @RailMinIndia @RailwayNorthern Kindly send anyone railway staff to attend 14203
544,4,@RailMinIndia SirPlease pay attention to 12395 Ziyarat express  which is always late 4 hours to Agra Fort station.
545,5,@RailMinIndia - A TC took bribe to trade our CHECKED RAC seat(PNR -2418223103).spent hours in lobby at night. Pls tell how to report this.
546,5,@RailMinIndia. I've been trying for tatkal from ndls to jsme in 12304 since last 7 days but either server gets unavailable or finish
547,0,@RailMinIndia @sureshpprabhu trn no.14854 PNR:231-9103685  Charging socket of coach A1 is not working properly. Tripped several times.
548,6,RT @VisakhapatnamJn: @SrDOMhyb @jijjuu @drmhyb @FeaYogesh @UttamChakram @Venkati5 @RailMinIndia @SCRailwayIndia @asb_ambati @eswarkanchu… 
549,5,@RailMinIndiaMY IRCTC TICKET ID IS-3512299.I CONTACT care@irctc.co.in MANY TIME BUT I RECIEVE ONLY TWO TICKET COPY BUT I BOOK FOUR TICKET
550,5,@RailMinIndia @RailMinIndia @Central_Railway @PiyushGoyal No responce from Railway plz look into the matter
551,0,@sureshpprabhu @RailMinIndia PNR 2547268804 AC not working in my 2AC coach since morning. All passengers sweating.
552,4,"@RailMinIndia 22640 is late by 3 hrs, need to catch coromandel 4m chennai.plz help. Thr r many passngrs wid kids here who will suffer"
553,5,@RailMinIndia refund proc time is 3 weeks. Doesn't railways have money to give back refunds. Tkt canc on 30/5 stl not credited
554,5,@RailMinIndia And the tatkal ticket booking site doesn't operates smoothly while booking tickets.Please look into the matter Sir
555,0,"pnr 4512791357 fan chocked, repairmen came bt couldnt fix it #peak summer "
556,5,@RailMinIndia @Siriusblack1213 @drmncrald sir please shear your contact no.&amp; journey ditels
557,6,@PiyushGoyal @nerailwaygkp @gmner_gkp @RailMinIndia @AshwaniLohani @mourya_369 @PMOIndia @CVCIndia @PiyushGoyalOffc… https://t.co/CTT9s3MAk3
558,0,"@sureshpprabhu @RailMinIndia @PMOIndia He.. prabhu punctuality,safety,cleanliness is our basic requirements. Plz do some for these"
559,7,@abhi795 Kindly share PNR for better assistance. Kindly look into it @IRCATERING @DrmKota @ed_eeg @Drmbct
560,2," @RailMinIndia SirA couple traveling to SC by train 07092 with 2yr old kid Due to train delay,milk t… https://t.co/KPcfVD4rkz"
561,0,@DRMBRCWR  valve number 136 on platform number 6 is open and the water is draining down the sewage! Please instruct… https://t.co/0wURDN9vak
562,5,@RailMinIndia sir please respond to my tweet regarding an extra birth in train 14392 pnr nmbr 6655715274..thanks
563,6,@windowseatprj @Gr8IndianRail @RailMinIndia @HK_harsha @BBC_Travel @hptdc @htTweets @Indianrlyinfo @instahimachal
564,6,@SBKULAL @Bkugne @riyaj_ali @niraj1712 @FAZALALAM234 @phanipeddapall1 @ratneshthakur86 @railmitraa @drmned @drmgtl… https://t.co/ZxsjnoOQLd
565,6,@sureshpprabhu @RailMinIndia Request to ensure cleanliness for western-southern railways @swachhbharat had reported issue last time.
566,4,"@RailMinIndia train 13288 is delayed by 3 hours, but NTES is showing its on time and has reached."
567,5,@drmadiwr @RailMinIndia @PiyushGoyal @IRCTC_Ltd Sir this is local coash and pls search my location on Google and ma… https://t.co/U9aEfv3c13
568,1,@railminindia can't we increase security check in railway stations just like metro stations. Feeling safe is best comfort.
569,5,@RailMinIndia I am able to get tickets through counter ticket agents @ very high rate but unable to get it online.
570,7,"@sanjaygupta2012 @DRMbhopal @RailMinIndia sorry for inconvenience,matter noted to @OPTGBSL"
571,5,@RailMinIndia  due to i not give bribe of 400/rs to the booking cleark in ahmdabad.item is on my name my leave ends on 13 june kindly look .
572,7,RT @RailMinIndia: @anshumantiwar10  Please share your PNR no.
573,5,"@RailMinIndia  Surprised RAC Ticket get wait listed after chart preparation. Pnr no: 4220401870 was RAC 5,6,7,8,9 https://t.co/btAbH0LMuh"
574,0,@RailMinIndia travelling without AC in AC coach from 8th May now no water available in washrooms for need #Great Indian railway management#
575,3,@RailMinIndia in train no12583 IRCTC is selling poor quality water and food items.plz see this .rail neer is nt available in train.
576,6,@sureshpprabhu @RailMinIndia thanks sir for always new initiatives.. #food_at_railway
577,4,@RailMinIndia sir i am traveling in train no. 12183 from Jhansi to Lucknow. This train also late started from
578,7,"@AirAsiaSupport I am scheduled to fly to CCU from KL tomorrow (PNR WERKXB), got an email saying my flight has been… https://t.co/tx0F2YEthX"
579,6,@RailMinIndia Hats off @sureshpprabhu and your #Team .. Thanks to youhttps://t.co/VvMxA0W8NS https://t.co/eXRga4WBEE
580,1,"@RailMinIndia @sureshpprabhu travelling by 11085 to Goa,this train has lost all semblance of timeliness, stopping at all unscheduled stops"
581,5,@RailMinIndia @sureshpprabhu @gm_nfr @RailNf no refund till date for last 1person..more than 3is over...kindly refund my money.
582,5,@sureshpprabhu @RailMinIndia (1/N) I have booked a Luggage via PRR 4000374907 on 6th June 16 at NDLS for PNBE.It was against ticket so the
583,5,@RailMinIndia @sureshpprabhu train 22182 TTE take charge 200rs for per bearth allotment nd RAC passenger travelling with sharing bearth.
584,6,"RT @kassalv: #Scrap498A #498A is a weapon to extort money coz #498AJailsInnocent familes !
emergency,@IRCTC_Ltd @RailMinIndia @PiyushGoyalOffc If your clerk can give tickets than why he is not giving"""
585,4,@sureshpprabhu delaying an already delayd train has bcum such #anindianrailwaysthing. Waiting for train 16360 for 5 hours now @RailMinIndia
586,5,@RailMinIndia @sureshpprabhu sir pls help travelling  with family and still 4 seats are W/L  PNR # 6149334953 NJP TO DLI DT.11 JUNE PLZ HELP
587,5,"@sureshpprabhu @RailMinIndia Unable 2 book Tatkal tkt frm Chennai to B'lore - sleeper class-Bnglr mail IRCTC,Supreme service! Digital India!"
588,6,RT @RailMinIndia: Ministry of Railways launched 1ST Swarna Rajdhani ( Train no 12314 New Delhi- Sealdah Rajdhani) rake today.A Major… 
589,4,RT @princebiet: 2 hours journey completed in 6 hrs excluding waiting time 3-5hrs.u should take responsibility mostly trains late 5t…
590,0,ac blowing warm air #pnr 4512791357 feeling to die in this  closed compartment
591,7,@pisecianpisces @rpfbharuch @rpfwrbrc @RailMinIndia @DRMBRCWR @rpfankaleshwar Kindly look into this matter @rpfwrbrc
592,5,@RailMinIndia Impossible to get tatkal tickets from dis reservation centre @Koduvally@Kozhikodeagents#totalscam https://t.co/1uCmeBHZSO
593,3,"@sureshpprabhu @RailMinIndia sir traveling by train no 12816, y nt catering service provider r nt selling RAILNEER ? https://t.co/XvrZLbtSNf"
594,6,"@RailMinIndia Thanks sir today's proposed starting of saharsa Purnea line under ECR, we request you to start hate Bazare through this line"
595,6,"@RailMinIndia on board entertain system in bad shape , same adds repeated every 5.mins. good work in other sectors nullified here.."
596,3,@sureshpprabhu @Indianrlyinfo @RailMinIndia @comesum today I ordered a thali in comesum .thali is delivered but there is not a single roti.
597,0,"big mouse found below the berth,plz help. Cant sleep pnr 4512791357"
598,5,@RailMinIndia ??? ?? ???? ???? ?? ?????? confirm ticket kar de back pain is peresisting PNR-2863707393Trn:12824Dt:10-06-2016Frm NZM APR
599,5,@RailMinIndia IRCTC is a shit... failed booking tickets many times and no refund of money
600,5,@RailMinIndia TDR with id 100000384344779 for  ticket with PNR 4628010989 was filed as the train was cancelled. No refund yet
601,2,"bags stolen ,1 mine and 1 of my copassenger having imp documents pnr 4512791357"
602,5,@sureshpprabhu @RailMinIndia Please look into this. Non of my refunds are processed for all the below tickets. https://t.co/vUoyBq1fsy
603,7,@RailMinIndia @WWarghade Matter brought to notice of concerned official. @srdencomumbaicr @srdstecobbcr
604,6,#Win $50 Amazon #BookTour #Giveaway #BookBoost #Paranormal #Romance #Wolf #Shifter #PNR #EmiliaHartley https://t.co/mCGb3SdXGn
605,0,@RailMinIndia : 12190 AC not working. Kids and old age suffering in a vaccume in 45 degrees from last 4 hours. Pls help. Next stop GWL
606,0,@RailMinIndia in Sabarmati (19168) coach A1there is no proper cooling.. we r facing problem since early morning... please do some necessary
607,6," @ARM_SRC @drmkgp @RailMinIndia @sdmebvp1 Respected sirs,Thank you for quick action and response. I Rahu… https://t.co/noP1iP8E3n"
608,3,"@sureshpprabhu @RailMinIndia I m traveling  PNR:8348054662, water bottle provided is very hot and nondrinkable kindly help.feeling thristy."
609,3,"@RailMinIndia @sureshpprabhu Please insure that every vendor have carry rate list approved by Railways,they are overcharging from passenger"
610,4,@RailMinIndia @sureshpprabhu @piyushurfriend @IR_EDCHG @drmncrald @drmdelhi 12501 is gettin furthr late aftr Kanpur.Late 11:30 hrPls care.
611,6,@RailMinIndia please call me I have serious complaint
612,7,@drmumb @RailMinIndia @KaliaAjit @IR_ENHM Sir message given to SSE/UMB and matter forwarded to @SrDmeChg_Dli @DelhiCcc
613,6,@RailMinIndia @pk_9451 In such cases what is the way out. Please suggest solutions
614,7,@SumitSi25004636 Kindly share your PNR NO
615,1,@sureshpprabhu @RailMinIndia Mob snatched in moving train. Trn 12002 E2 / 4 PNR 2765527534. No one helping. No FIR. Frustrating. PLZ HELP!
616,0,@RailMinIndia hasle begins on very first day of rain in Mumbai train out of time table ther won't b any smrt dry modern station neari n time
617,5,@RailMinIndia @sureshprabhu:this ticket counter @ kalyanidoesn't open if it does seldom thoug it helps numerous.uhh https://t.co/FSyQuolr2L
618,2,"@RailMinIndia IRCTC #7367669 emergency,@RailMinIndia Plz. Help"
619,3,@RailMinIndia @sureshpprabhu why Pantry Car services are not provided in any of the Mumbai to Varanasi trains?
620,0,@RailMinIndia @SalemDRM we are in 11014..s2 coach was not clean..lot of incect are disturbing all pasengers..kindly clean the coach in salem
621,4,"@IRCTC_Ltd @RailMinIndia @PiyushGoyalOffc Ppls r in queue for tickets without any time limit, because your trains getting late and late"
622,7,@RailMinIndia @at_agentofchaos @IR_ENHM Matter notified to the concerned officials @LTTOBHS1 @srdmecmumbaicr
623,7,@RailMinIndia @mohitbansal660 @NRRPF Comp No. 437 matter forwarded to @rpfnwrbkn look into this matter &amp;  kindly pr… https://t.co/dN8IuA9Shf
624,5,@RailMinIndia @sureshpprabhu @IRCTC_Ltd   why I still See service charge while booking the tickets online ? ? ? https://t.co/zLshgSIctY
625,3,"@RailMinIndia @IRCTC_Ltd PNR-4319402198, Nijamabad stn, platform 2. Selling water bottles for Rs. 20. https://t.co/fVIlRWNGNn"
626,4,@RailMinIndia @sureshpprabhu mumbai central locals r late everyday at peak hours. And its not even raining yet.
627,4,@RailMinIndia @sureshprabhubjp not expected..my parents missed the train...no help from you...disappointed.
628,0,"@sureshpprabhu @RailMinIndia @gm_nfr such lousy food in Rajdhani to DBRT. Toilets are hell, can't even step in..1 https://t.co/bVsDa3Ygrc"
629,0,@RailMinIndia Sir no water in B2 n coach is also not clean at train 04416. It's really difficult to travel  with kids. Pl do something
630,7,@tamsil_sidd @RailMinIndia @PiyushGoyal Your mail is forwarded to @gm_nfr as mentioned in the screenshot
631,6,@RailMinIndia please select 45 medical passed candidates in RRC ALLAHABAD EMPLOYMENT NOYICE NO 01/2007 GROUP D 45 VACANT VACANCY.
632,1,@RailMinIndia need some help in teain no 12192 as our bag was stolen and no police is available to file a complaint
633,5,"@RailMinIndia need helpPNR-2863707393Trn:12824Dt:10-06-2016Frm NZM to APRCls:SLP1-RC,S9,55Having back pain req for confirm ticket"
634,3,@RailMinIndia  @sureshprabhubjp @IRCATERINGHave ben sending msgs the lst night to 58888.Recvd no reply.Am i wrong to ask fr ny refund..?
635,5,@sureshpprabhu @RailMinIndia want to buy tickets of saraighat exp for 12/10 frm hwh.but for last few days within 30sec all ac tickets r sold
636,1,@RailMinIndia a women gave birth to baby.Plzzz send police also as some feud is happening over babay
637,0,"@RailMinIndia  @sureshpprabhu  @sureshprabhubjp train no:12423,B:11=14&amp;16Disgstin behavior by da atender.Poor toilet condtns."
638,6,@railminindia thanks sir light has came
639,3,@sureshpprabhu @RailMinIndia when are you planning to make catering charges in Shatabdi optional?
640,0,"@RailMinIndia travelling in 09456 frm gandhidham to surat.  There is no water in B1, paying more thn normal fare. how it is special train??"
641,2,@irctceastzone @RailMinIndia Nothing happened yet I didn't receive any call and I am about to reach my destination… https://t.co/YYwYp6v1cm
642,2,"finger brokenof my frnd by falling from upper berth, cannot find any medical assistance pnr 4512791357"
643,7,"@bbiswajit88 @RailMinIndia Sorry,  the tweet received from @RailMinIndia doesn't contain your complaint."
644,3,pantry officials billing us double than printed . All complaints in vain pnr 4512791357
645,5,@RailMinIndia rough language n sir my small advice ticket collecter ko sikya jaye ki passenger n staff se kaise baat ki jti Ty rly ministry
646,6,"RT @DOTrPH: ATM : Contract signing for construction of PNR Clark Phase 1 (Tutuban-Malolos) project bet. DOTr, NSTren Consortium https://t.c…"
647,4,@RailMinIndia @sureshpprabhu will never travel in 12189 n 12190. Two hours already late. Dinner may not be available at gwalior now
648,5,"@IRCTC_Ltd @RailMinIndia @PiyushGoyal if my ticket remains RAC even after chart is prepared, then isn't logically w… https://t.co/k2pui7f6wl"
649,0,@RailMinIndia Train No. 22462. B7 is very poorly maintained yesterday toilets were dirty. today no water in toilets. @sureshpprabhu
650,0,@RailMinIndia Unreserved people sitting near toilets female passengers finding difficult to use washroom pnr 8647770808 coach s12
651,5,"@sureshpprabhu @RailMinIndia @IRCTC_Ltd refunds for PNR's 4631100452, 4738172060, 4116851372, 4836735071 pending since 30th may 2016. pl hlp"
652,5,@sureshpprabhu @IRCTC_Ltd @RailMinIndia payment done. Ticket not issued. And cant book again as 2 tickets (1/2) https://t.co/i8ak6SsWp9
653,2,pnr no 4512791357 need mdical 1.having blood vomits 
654,6,"@RailMinIndia @santosh4soni Sir, thanks for your appreciation."
655,3,@RailMinIndia We r travelling in train no. 22634 from delhi to UDUPi.....There is no water shop available in the train...In ha 1 coach....
656,5,"@sureshpprabhu @RailMinIndia Sir no response from anywhere neither @GMNWRailway @IRCTC_Ltd nor @RailMinIndia TDR Rejected, PNR 2763153576"
657,5,"@RailMinIndia my 2AC ticket status changed from rac-12 to w/l 2, whats happening in Indian railway JAI HO CORRUPTION https://t.co/KpYzDhmf4E"
658,1,"@RailMinIndia @aashishkota Sir, FIR lodged by GRP/Kota vide Cr.No.158/16 U/S 380 IPC dt.04.06.16"
659,4,"@RailMinIndia @drmdelhi dear sir Kisan express 14519 regularly late arrived at Hisar, complaint  or tweeted so many… https://t.co/DDcrzPRWq8"
660,4,"@RailMinIndia Dadar-Bikaner Express(12490) running 1:30hours late,worst travel experience in life.and we r dreaming about Fast bullet train"
661,6,HEREISTITLE https://t.co/840D5D8WJS
662,6," PNR-2337792679 Trn:12802 Dt:02-12-2017 Frm MGS to CTC Cls:3A P1-B1,54 Sir I lost my shoes.may be some one stolen"
663,0,@RailMinIndia there is leakage of roof of train no. 16346 coach no B4 at toilet and near toilet area. Repair it. https://t.co/rcDA52wbZw
664,4,@RailMinIndia Sir we waiting 4 train 12584.It time is 2PM but it is 1 hour late n still no delay on enquiry .Kindly look into it
665,6,@drmncrald @GMNCR1 @rudrakumathakur @RailSamachar @RailMinIndia @PMOIndia @narendramodi @PMOffice_India… https://t.co/Z8FOLm3QmX
666,5,@RailMinIndia one day railway official plz try to booking for tatkal tickets then u will understand that all tickets are booked by counter.
667,4,RT @KARailway: Provide 1min stoppage for Karnataka Sampark Kranthi at #Haveri @DrmMys @GMSWR @RailMinIndia @PiyushGoyalOffc…
668,5,@RailMinIndia PNR no 2816590786 &amp; 2815712288  one  S5 35 allotted  for two persons  kindly help
669,0,@sureshpprabhu @RailMinIndia This is Boisar station when I was there last week. Clean platform and tracks. https://t.co/rI8cYCcFqA
670,0,@sureshpprabhu @RailMinIndia Coach-G16 12878 the condition of bathroom and coach is disappointing.. No water in bathroom.. Pnr - 276-1985743
671,3,@RailMinIndia what is the price of water bottle in train?
672,5,@RailMinIndia @sureshpprabhu sir today I tried tatkal booking @ 10:58 the server not allowing me to login horrible exp hope u do d needful
673,0,"@sureshpprabhu @RailMinIndia @drmjabalpur Sir, there is no water in coaches S-2,S-3 of train no. 12167.Train at Jabalpur.Kindly refill water"
674,4,@RailMinIndia train no 12554 is also 2 hours late but on gonda station my train hold &amp; wait for 12554 after coming &amp; pass this train.
675,1,@RailMinIndia sir I have lodged complaint no W/NR/LKO/000131407 DT 06/06/2016None has replied..... Kindly intervene
676,6,"RT @RailMinIndia: All commodities have registered robust growth with steel at 16%, cement 10%, containers 13%, iron ore 5% and coal 2… "
677,5,@RailMinIndia tatkal agents @nagpurrailwaystation https://t.co/qXwmxHRYhg
678,0,"@RailMinIndia  PNR 2219054565 coach is so dirty , no cleaning facility Evn dustbin is  full .  inconvenience caused."
679,5,"@RailMinIndia Seeking clarification. If I book tickt frm statn A to B with boarding statn as X, TT will not cancel my ticket till station X?"
680,0,"@sureshpprabhu @RailMinIndia @PMOIndia  no one can sit anywhere, as there is water from every where inside compartment."
681,6,@manojsinhabjp https://t.co/7qbVSFwgdF
682,5,@RailMinIndia Sir this one is the detail...... https://t.co/AQJ6C3qg9g
683,5,@RailMinIndia Now Iam forced to travel to BZA to track the same as NDLS refused for any help. This is a horrible situation.
684,0,"@RailMinIndia PNR:2647285212,TRAIN:22471Railway says that they provide free wifi in this train.  But wifi is not working in my coach."
685,6,@sureshpprabhu @RailMinIndia what's the point of paying dynamic prices when u can't run a train on time #SuvidhaExp
686,3,@sureshpprabhu @RailMinIndia catering team is even not selling railway water...selling water of different cmpny without sealed pack...
687,3,"@sureshpprabhu @RailMinIndia delhi amritsar shatabdi 12031 horrable food ,attendent has not been even bring the complain book to raise issue"
688,5,@sureshpprabhu @RailMinIndia will also help in detecting frauds and black marketing of all sorts of tickets hope you would like the idea
689,7,@drmlko25 @RailMinIndia @RailwayNorthern Kindly send anyone railway staff to attend 14203
690,5,@sureshpprabhu @Central_Railway @RailMinIndia  I have been following up for refund for 3 weeks but no response.PNR number 4737606454.
691,1,@RailMinIndia @BannaDipaksa @drmadiwr Send some police officer for this any immediate take action on this
692,5,"Please take up my case too, I just cant keep calling on the IRCTC number that doesn't get connected @irctcwestzone @IRCTC_Ltd @RailMinIndia"
693,0,@sureshpprabhu  Sorry to say bitter true that there is no ?????? ???? ?????? at Patna Jn. Still dirty platform n rail tracks. @RailMinIndia
694,7,"@Uttambanerjee10  Kindly share PNR number, issue forwarded to concerned officials @ed_eeg @Drmnfr_lmg @Drmvijayawada"
695,3,@sureshpprabhu  @RailMinIndia Namaste sirWhy you not make accountable caterers for proper stacking of food plate https://t.co/wHMrLEhrjs
